No,Title,Full Name,First Name,Last Name,Party,Profession,Birthplace,Marital Status,Constituency,Constituency Info,Profile URL,Homepage,Facebook,Instagram,TikTok,X,Mastodon,YouTube,Bluesky,LinkedIn,Threads,Telegram,Youtube,Gettr,Odyssee,Rumble,Xing,Twitch,WhatsApp,Tiktok,Linkedin,TiKTOK,LindedIn,Blog,Spotify,BlueSky,https://,Instgagram,Theads,Instgram,Telegramm,homepage
61,,Leif Erik Bodin,Leif Erik,Bodin,CDU/CSU,Jurist,Neubrandenburg; ledig.,ledig,Schleswig-Holstein,Wahlkreis 002: Nordfriesland – Dithmarschen Nord,https://www.bundestag.de/abgeordnete/biografien/B/bodin_leif-1043740,https://leif-bodin.de/,https://www.facebook.com/p/Leif-Bodin-61566961197339/,https://www.instagram.com/leif.e.bodin/,,,,,,https://de.linkedin.com/in/leif-e-bodin-b4a5a32a8,,,,,,,,,,,,,,,,,,,,,,
62,,Peter Boehringer,Peter,Boehringer,AfD,"Diplom-Kaufmann, Diplom-Informatiker",Schwäbisch Gmünd; zwei Kinder.,geschieden,Bayern,Wahlkreis 231: Amberg,https://www.bundestag.de/abgeordnete/biografien/B/boehringer_peter-1043742,https://www.pboehringer.de,https://www.facebook.com/peter.boehringercom,https://www.instagram.com/pboehringer,https://www.tiktok.com/@pboehringer,,,https://www.youtube.de/pboehringer,,,,https://t.me/pboehringer,,https://gettr.com/user/pboehringer_mdb,https://odyssee.com/@pboehringer,https://rumble.com/user/pboehringer,,,,,,,,,,,,,,,,
63,,Janina Böttger,Janina,Böttger,Die Linke,Europäische Diplom-Verwaltungsmanagerin,Merseburg; konfessionslos; geschieden; zwei Kinder.,geschieden,Sachsen-Anhalt,Wahlkreis 071: Halle,https://www.bundestag.de/abgeordnete/biografien/B/boettger_janina-1043784,https://www.janina-boettger.de,,https://www.instagram.com/janinaboe_ttger,,https://x.com/JayBoettger,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,Peter Bohnhof,Peter,Bohnhof,AfD,Rechtsanwalt,Dortmund; verheiratet; ein Kind.,verheiratet,Nordrhein-Westfalen,,https://www.bundestag.de/abgeordnete/biografien/B/bohnhof_peter-1043750,https://www.peter-bohnhof.de,https://www.facebook.com/profile.php?id=61574042061513,,,https://x.com/MdB_Bohnhof,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,Gereon Bollmann,Gereon,Bollmann,AfD,Richter am Oberlandesgericht a.D.,Au im Murgtal geboren (jetzt Weisenbach); das zweite Mal verheiratet; fünf Kinder.,verheiratet,Schleswig-Holstein,Wahlkreis 004: Rendsburg-Eckernförde,https://www.bundestag.de/abgeordnete/biografien/B/bollmann_gereon-1043754,https://gereon-bollmann.de/,https://www.facebook.com/bollmannmdb/,https://www.instagram.com/gereonbollmann/,https://www.tiktok.com/@gereonbollmann,https://x.com/gereonbollmann,,,,,,https://t.me/gereonbollmannmdb,,,,,,,,,,,,,,,,,,,,
66,,Hendrik Bollmann,Hendrik,Bollmann,SPD,Oberstudienrat,"Herne; evangelisch, verpartnert.",geschieden,Nordrhein-Westfalen,Wahlkreis 140: Herne – Bochum II,https://www.bundestag.de/abgeordnete/biografien/B/bollmann_hendrik-1043756,https://www.hendrikbollmann.de,https://www.facebook.com/hendrik.bollmann.7,https://www.instagram.com/hendrikbollmann/,https://www.tiktok.com/@hendrikbollmann?_t=8qdfrosctzs&_r=1,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,Simone Borchardt,Simone,Borchardt,CDU/CSU,Gesundheitsökonomin,Schkeuditz; evangelisch; geschieden; zwei Kinder.,geschieden,Mecklenburg-Vorpommern,Wahlkreis 013: Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I,https://www.bundestag.de/abgeordnete/biografien/B/borchardt_simone-1043764,https://www.simone-borchardt.de/,https://www.facebook.com/SimoneBorchardt2021,https://www.instagram.com/simone.borchardt/,,,,,,https://www.linkedin.com/in/simone-borchardt-3759b3154/,,,,,,,https://www.xing.com/profile/Simone_Borchardt4/cv,,,,,,,,,,,,,,,
68,,Caroline Bosbach,Caroline,Bosbach,CDU/CSU,"Wirtschaftswissenschaftlerin, Regulierungsmanagerin",Bergisch Gladbach; römisch-katholisch; ledig.,ledig,Nordrhein-Westfalen,Wahlkreis 099: Rheinisch-Bergischer Kreis,https://www.bundestag.de/abgeordnete/biografien/B/bosbach_caroline-1043774,https://www.caroline-bosbach.de,,https://www.instagram.com/carolinebosbach/?hl=de,,,,,,https://www.linkedin.com/in/caroline-bosbach-7b643983/?originalSubdomain=de,,,,,,,,,,,,,,,,,,,,,,
69,,Jorrit Bosch,Jorrit,Bosch,Die Linke,,Lüneburg.,geschieden,Niedersachsen,,https://www.bundestag.de/abgeordnete/biografien/B/bosch_jorrit-1043776,,,https://www.instagram.com/jorritlb/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,Frederik Bouffier,Frederik,Bouffier,CDU/CSU,Rechtsanwalt,Gießen; evangelisch; ledig.,ledig,Hessen,Wahlkreis 172: Gießen,https://www.bundestag.de/abgeordnete/biografien/B/bouffier_frederik-1043786,https://www.frederik-bouffier.de/,https://www.facebook.com/fbouffier,https://www.instagram.com/frederikbouffier/,https://www.tiktok.com/@frederik.bouffier,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,Torben Braga,Torben,Braga,AfD,Politikwissenschaftler,"Niteroi, Brasilien.",geschieden,Thüringen,,https://www.bundestag.de/abgeordnete/biografien/B/braga_torben-1043788,,,,,https://x.com/torben_braga,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,Michael Brand,Michael,Brand,CDU/CSU,,Fulda; evangelisch; verheiratet; drei Kinder.,verheiratet,Hessen,Wahlkreis 173: Fulda,https://www.bundestag.de/abgeordnete/biografien/B/brand_michael-1043790,http://www.michael-brand.de/,http://www.facebook.com/menschbrand,http://www.instagram.com/mensch_brand,,,,,,,,,http://www.youtube.com/channel/UCmVNQ0tz3MIOMCGwzY4RLRg,,,,,,,,,,,,,,,,,,,
73,,Dirk Brandes,Dirk,Brandes,AfD,Industriekaufmann,Langenhagen; konfessionslos; ledig.,ledig,Niedersachsen,Wahlkreis 043: Hannover-Land I,https://www.bundestag.de/abgeordnete/biografien/B/brandes_dirk-1043794,,https://www.facebook.com/DirkBrandesAfD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Dr.,Reinhard Brandl,Reinhard,Brandl,CDU/CSU,Diplom-Wirtschaftsingenieur,Ingolstadt; römisch-katholisch; verheiratet; ein Kind.,verheiratet,Bayern,Wahlkreis 215: Ingolstadt,https://www.bundestag.de/abgeordnete/biografien/B/brandl_reinhard-1048450,http://www.reinhard-brandl.de,https://www.facebook.com/reinhard.brandl,https://www.instagram.com/reinhard.brandl,,https://www.x.com/reinhardbrandl,,,,https://www.linkedin.com/in/reinhard-brandl-7aa768193,,,,,,,,,,,,,,,,,,,,,,
75,,Stephan Brandner,Stephan,Brandner,AfD,Rechtsanwalt,Herten/ Westfalen.,geschieden,Thüringen,Wahlkreis 193: Gera – Greiz – Altenburger Land,https://www.bundestag.de/abgeordnete/biografien/B/brandner_stephan-1043798,http://www.stephan-brandner.de/,http://www.facebook.com/stBrandner,http://www.instagram.com/stephanbrandner,,http://www.twitter.com/stbrandner,,,,,,https://t.me/StephanBrandnerMdB,http://www.youtube.com/c/stephanbrandnermdb,,,,,,,,,,,,,,,,,,,
76,Dr.,Franziska Brantner,Franziska,Brantner,Bündnis 90/Die Grünen,Sozialwissenschaftlerin,Lörrach; ledig; ein Kind.,ledig,Baden-Württemberg,Wahlkreis 274: Heidelberg,https://www.bundestag.de/abgeordnete/biografien/B/brantner_franziska-1043804,http://www.franziska-brantner.de,https://www.facebook.com/franziska.brantner,https://www.instagram.com/franziska.brantner/?hl=en,https://www.tiktok.com/@franziska.brantner,https://twitter.com/fbrantner?lang=de,,,https://bsky.app/profile/franziskabrantner.de,,,,,,,,,,,,,,,,,,,,,,,
77,,Silvia Breher,Silvia,Breher,CDU/CSU,Juristin,Löningen; römisch-katholisch; drei Kinder.,geschieden,Niedersachsen,Wahlkreis 032: Cloppenburg – Vechta,https://www.bundestag.de/abgeordnete/biografien/B/breher_silvia-1043814,https://www.silvia-breher.de/,https://www.facebook.com/Silvia.Breher.CDU,https://www.instagram.com/silvia_breher/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,Anne-Mieke Bremer,Anne-Mieke,Bremer,Die Linke,Sozialarbeiterin,Neustadt am Rübenberge; verheiratet.,verheiratet,Niedersachsen,Wahlkreis 040: Nienburg II – Schaumburg,https://www.bundestag.de/abgeordnete/biografien/B/bremer_anne-1043820,,,https://www.instagram.com/koffeinpiratin/,https://www.tiktok.com/@koffeinpiratin,,,,https://bsky.app/profile/koffeinpiratin.bsky.social,,https://www.threads.net/@koffeinpiratin,,,,,,,https://www.twitch.tv/koffeinpiratin/,,,,,,,,,,,,,,
79,,Ralph Brinkhaus,Ralph,Brinkhaus,CDU/CSU,Steuerberater,Wiedenbrück; römisch-katholisch; verheiratet.,verheiratet,Nordrhein-Westfalen,Wahlkreis 130: Gütersloh I,https://www.bundestag.de/abgeordnete/biografien/B/brinkhaus_ralph-1048460,http://www.ralph-brinkhaus.de,https://www.facebook.com/ralph.brinkhaus,https://www.instagram.com/ralph_brinkhaus,,http://www.twitter.com/rbrinkhaus,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,Lutz Brinkmann,Lutz,Brinkmann,CDU/CSU,Diplom-Ingenieur Bauwesen (FH),Ankum; verheiratet; drei Kinder.,verheiratet,Niedersachsen,Wahlkreis 038: Osnabrück-Land,https://www.bundestag.de/abgeordnete/biografien/B/brinkmann_lutz-1043826,https://www.lutzbrinkmann.de,https://www.facebook.com/lutz.brinkmann.27,https://www.instagram.com/lutz.brinkmann.wk38/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Dr.,Carsten Brodesser,Carsten,Brodesser,CDU/CSU,Leitender Angestellter,Lindlar; römisch-katholisch; verheiratet; drei Kinder.,verheiratet,Nordrhein-Westfalen,Wahlkreis 098: Oberbergischer Kreis,https://www.bundestag.de/abgeordnete/biografien/B/brodesser_carsten-1043834,http://www.carsten-brodesser.de/,https://www.facebook.com/dr.carsten.brodesser/,http://www.instagram.com/carsten.brodesser,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Dr.,Marlon Bröhr,Marlon,Bröhr,CDU/CSU,,Geilenkirchen; verheiratet; zwei Kinder.,verheiratet,Rheinland-Pfalz,Wahlkreis 199: Mosel/Rhein-Hunsrück,https://www.bundestag.de/abgeordnete/biografien/B/broehr_marlon-1043836,https://www.marlonbroehr.info/,https://www.facebook.com/MarlonBroehr/,https://www.instagram.com/marlonbroehr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,Victoria Broßart,Victoria,Broßart,Bündnis 90/Die Grünen,Ingenieurin,Karlsruhe; verheiratet.,verheiratet,Bayern,Wahlkreis 221: Rosenheim,https://www.bundestag.de/abgeordnete/biografien/B/brossart_victoria-1043840,https://victoria-brossart.de/,https://www.facebook.com/GrueneVictoria,https://www.instagram.com/gruenevictoria,,,https://gruene.social/@GrueneVictoria,,https://bsky.app/profile/victoriabrossart.bsky.social,,,,,,,,,,,,,,,,,,,,,,,
84,,Erhard Brucker,Erhard,Brucker,AfD,Unternehmer,Mainburg.,geschieden,Bayern,Wahlkreis 228: Passau,https://www.bundestag.de/abgeordnete/biografien/B/brucker_erhard-1043846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,Maik Brückner,Maik,Brückner,Die Linke,Mediengestalter,Weener.,geschieden,Niedersachsen,Wahlkreis 048: Hildesheim,https://www.bundestag.de/abgeordnete/biografien/B/brueckner_maik-1043848,https://www.maik-brueckner.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,Agnieszka Brugger,Agnieszka,Brugger,Bündnis 90/Die Grünen,,Liegnitz; verheiratet; ein Kind.,verheiratet,Baden-Württemberg,Wahlkreis 294: Ravensburg,https://www.bundestag.de/abgeordnete/biografien/B/brugger_agnieszka-1043850,https://www.agnieszka-brugger.de/,https://www.facebook.com/agnieszkamdb/,https://www.instagram.com/agnieszka_mdb/#,,https://x.com/agnieszka_mdb,,,https://bsky.app/profile/agnieszka-brugger.de,,https://www.threads.net/@agnieszka_mdb,,,,,,,,,,,,,,,,,,,,,
87,,Benedikt Büdenbender,Benedikt,Büdenbender,CDU/CSU,Kommunikationsberater,Siegen; römisch-katholisch; ledig.,ledig,Nordrhein-Westfalen,Wahlkreis 147: Siegen-Wittgenstein,https://www.bundestag.de/abgeordnete/biografien/B/buedenbender_benedikt-1043872,https://www.benediktbuedenbender.de,https://www.facebook.com/benedikt.budenbender.7/,https://www.instagram.com/der.bene.bue,https://www.tiktok.com/@der.bene.bue,https://x.com/bbuedenbender?lang=de,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,Marcus Bühl,Marcus,Bühl,AfD,"Diplom-Informatiker (M. Sc., FH)",Ilmenau; ledig.,ledig,Thüringen,Wahlkreis 191: Gotha – Ilm-Kreis,https://www.bundestag.de/abgeordnete/biografien/B/buehl_marcus-1048474,https://www.marcus-buehl.de,https://www.facebook.com/marcus.buehl.afd/,,https://www.tiktok.com/@marcus_buehl,https://x.com/Marcus_Buehl,,,,,,https://t.me/marcus_buehl,,,,,,,,,,,,,,,,,,,,
89,,Clara Bünger,Clara,Bünger,Die Linke,Volljuristin,Oldenburg; ledig; ein Kind.,ledig,Sachsen,Wahlkreis 159: Dresden II – Bautzen II,https://www.bundestag.de/abgeordnete/biografien/B/buenger_clara-1043894,https://www.clarabuenger.de/,https://www.facebook.com/clarabuenger,https://www.instagram.com/clara.buenger/,,,,,,https://www.linkedin.com/in/clara-anne-b%c3%bcnger-562aa1140/,,,,,,,,,,,,,,,,,,,,,,
90,Dr.,Yannick Bury,Yannick,Bury,CDU/CSU,Volkswirt,Herbolzheim; evangelisch; verheiratet; ein Kind.,verheiratet,Baden-Württemberg,Wahlkreis 283: Emmendingen – Lahr,https://www.bundestag.de/abgeordnete/biografien/B/bury_yannick-1048484,https://yannick-bury.de/,https://www.facebook.com/yannick.bury.cdu,https://www.instagram.com/yannickbury/?hl=de,,https://twitter.com/yannickbury?lang=de,,,,https://de.linkedin.com/in/dr-yannick-bury-b683939a,,,,,,,,,,,,,,,,,,,,,,
91,,Isabel Cademartori,Isabel,Cademartori,SPD,,Bad Saarow-Pieskow; konfessionslos.,geschieden,Baden-Württemberg,Wahlkreis 275: Mannheim,https://www.bundestag.de/abgeordnete/biografien/C/cademartori_isabel-1043926,http://www.cademartori.de,https://www.facebook.com/isabel.cademartori,https://www.instagram.com/isacademartori/,https://www.tiktok.com/@isabel.cademartori/,https://twitter.com/isacademartori,,,,http://linkedin.com/in/isabel-cademartori-352a2624,,,,,,,,,,,,,,,,,,,,,,
92,,Sandra Carstensen,Sandra,Carstensen,CDU/CSU,Juristin,Flensburg; evangelisch; verheiratet.,verheiratet,Schleswig-Holstein,Wahlkreis 006: Plön – Neumünster,https://www.bundestag.de/abgeordnete/biografien/C/carstensen_sandra-1043934,https://www.sandra-carstensen.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Prof. Dr.,Lars Castellucci,Lars,Castellucci,SPD,Hochschullehrer,Heidelberg; evangelisch; ledig.,ledig,Baden-Württemberg,Wahlkreis 277: Rhein-Neckar,https://www.bundestag.de/abgeordnete/biografien/C/castellucci_lars-1043938,http://www.lars-castellucci.de,http://www.facebook.com/larscastellucci,,,http://twitter.com/larscastellucci,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,Jörg Cezanne,Jörg,Cezanne,Die Linke,Soziologe,Frankfurt am Main; konfessionslos; geschieden; ein Kind.,geschieden,Hessen,Wahlkreis 183: Groß-Gerau,https://www.bundestag.de/abgeordnete/biografien/C/cezanne_joerg-1043940,https://www.joerg-cezanne.de,https://www.facebook.com/joergcezanne/,https://www.instagram.com/joergcezanne/,https://www.tiktok.com/@joergcezanne,https://www.x.com/joergcezanne,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,Tino Chrupalla,Tino,Chrupalla,AfD,Maler- und Lackierermeister,Weißwasser.,geschieden,Sachsen,Wahlkreis 156: Görlitz,https://www.bundestag.de/abgeordnete/biografien/C/chrupalla_tino-1043948,http://www.tinochrupalla.de/,https://www.facebook.com/tinochrupallaAfD?fref=ts,https://www.instagram.com/chrupallatino/,,https://twitter.com/Tino_Chrupalla,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,Gitta Connemann,Gitta,Connemann,CDU/CSU,Verkäuferin/ Volljuristin,Leer (Ostfriesland); verheiratet.,verheiratet,Niedersachsen,Wahlkreis 025: Unterems,https://www.bundestag.de/abgeordnete/biografien/C/connemann_gitta-1043962,http://www.gitta-connemann.de,http://www.facebook.com/GittaConnemann/,https://www.instagram.com/gittaconnemann/,,https://x.com/gitta_connemann,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,Agnes Conrad,Agnes,Conrad,Die Linke,Konzernbetriebsratsreferentin,Berlin-Zehlendorf; ledig.,ledig,Bayern,Wahlkreis 249: Schweinfurt,https://www.bundestag.de/abgeordnete/biografien/C/conrad_agnes-1043964,,,https://www.instagram.com/agnesconrad93/?locale=de&hl=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,Jürgen Coße,Jürgen,Coße,SPD,Arbeitsvermittler,Neuenkirchen; römisch-katholisch; verheiratet.,verheiratet,Nordrhein-Westfalen,Wahlkreis 127: Steinfurt III,https://www.bundestag.de/abgeordnete/biografien/C/cosse_juergen-1043972,https://www.juergen-cosse.de,https://www.facebook.com/juergencosse,https://www.instagram.com/juergencosse/,,https://twitter.com/juergencosse,,,,,,,,,,,,,https://whatsapp.com/channel/0029VapHfUE89inbKyQOb32D,,,,,,,,,,,,,
99,Dr.,Gottfried Curio,Gottfried,Curio,AfD,,Berlin.,geschieden,Berlin,Wahlkreis 084: Berlin-Marzahn-Hellersdorf,https://www.bundestag.de/abgeordnete/biografien/C/curio_gottfried-1043982,https://www.gottfried-curio.de/,https://www.facebook.com/GottfriedCurio.AfD,,,https://twitter.com/GottfriedCurio,,,,,,,https://www.youtube.com/channel/UCVH7_5qzjTuQFGzCbP7AKDw,,,,,,,,,,,,,,,,,,,
100,,Wolfgang Dahler,Wolfgang,Dahler,CDU/CSU,Rechtsanwalt,Biberach an der Riß; evangelisch; verheiratet; vier Kinder.,verheiratet,Baden-Württemberg,Wahlkreis 292: Biberach,https://www.bundestag.de/abgeordnete/biografien/D/dahler_wolfgang-1048508,https://www.wolfgang-dahler.de,https://www.facebook.com/wdahler/,https://www.instagram.com/wolfgang_dahler,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Dr.,Janosch Dahmen,Janosch,Dahmen,Bündnis 90/Die Grünen,Arzt,Berlin; verheiratet; drei Kinder.,verheiratet,Nordrhein-Westfalen,Wahlkreis 138: Ennepe-Ruhr-Kreis II,https://www.bundestag.de/abgeordnete/biografien/D/dahmen_janosch-1043990,https://janoschdahmenmdb.de,,https://instagram.com/janosch.dahmen,,https://twitter.com/janoschdahmen,,,,,https://www.threads.net/@janosch.dahmen,,,,,,,,,,,,,,,,,,,,,
102,,Hakan Demir,Hakan,Demir,SPD,,Corum / Türkei.,geschieden,Berlin,Wahlkreis 081: Berlin-Neukölln,https://www.bundestag.de/abgeordnete/biografien/D/demir_hakan-1044016,https://www.hakan-demir.de/,https://www.facebook.com/HakanDemirNK/,https://www.instagram.com/hakandemirnk,,https://twitter.com/HakanDemirNK,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,Ellen Demuth,Ellen,Demuth,CDU/CSU,Diplom-Betriebswirtin (FH),Linz am Rhein; ledig; ein Kind.,ledig,Rheinland-Pfalz,Wahlkreis 196: Neuwied,https://www.bundestag.de/abgeordnete/biografien/D/demuth_ellen-1044020,https://www.ellendemuth.de,https://www.facebook.com/EllenDemuthMdL/,https://www.instagram.com/ellen_demuth/?hl=de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Dr.,Sandra Detzer,Sandra,Detzer,Bündnis 90/Die Grünen,Politikwissenschaftlerin,München.,geschieden,Baden-Württemberg,Wahlkreis 265: Ludwigsburg,https://www.bundestag.de/abgeordnete/biografien/D/detzer_sandra-1044030,https://sandra-detzer.de,https://facebook.com/sandra.detzer.5,https://instagram.com/sandra_detzer,,https://twitter.com/detzer_sandra,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,Jan Dieren,Jan,Dieren,SPD,Rechtsanwalt,Moers; ledig.,ledig,Nordrhein-Westfalen,Wahlkreis 113: Krefeld II – Wesel II,https://www.bundestag.de/abgeordnete/biografien/D/dieren_jan-1044048,https://www.jan-dieren.de,https://www.facebook.com/JanUlrichDieren,https://www.instagram.com/jandieren,https://www.tiktok.com/@jandieren?_t=ZN-8v8yGEDWmLm&_r=1,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,Thomas Dietz,Thomas,Dietz,AfD,Buch- und Offsetdrucker,Karl-Marx-Stadt (jetzt Chemnitz); aufgewachsen im Erzgebirge; verheiratet; drei erwachsene Kinder.,verheiratet,Sachsen,Wahlkreis 163: Erzgebirgskreis I,https://www.bundestag.de/abgeordnete/biografien/D/dietz_thomas-1048516,https://thomas-dietz-erzgebirge.de/,https://www.facebook.com/ThomasDietzMdB/,https://www.instagram.com/dorpat2000/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,Esther Dilcher,Esther,Dilcher,SPD,"Rechtanwältin, Notarin",Hofgeismar; evangelisch; verwitwet; drei Kinder.,geschieden,Hessen,Wahlkreis 166: Waldeck,https://www.bundestag.de/abgeordnete/biografien/D/dilcher_esther-1044056,http://www.estherdilcher.de/,https://www.facebook.com/esther.dilcher/,https://instagram.com/Estherdilcher?utm_medium=copy_link,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,Jeanne Dillschneider,Jeanne,Dillschneider,Bündnis 90/Die Grünen,Rechtsanwältin,Saarlouis; römisch-katholisch; verheiratet.,verheiratet,Saarland,Wahlkreis 296: Saarbrücken,https://www.bundestag.de/abgeordnete/biografien/D/dillschneider_jeanne-1044058,https://www.jeanne-dillschneider.de,,https://www.instagram.com/jeanne_marie_aline/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,Sabine Dittmar,Sabine,Dittmar,SPD,Ärztin,Schweinfurt; römisch-katholisch; verheiratet.,verheiratet,Bayern,Wahlkreis 247: Bad Kissingen,https://www.bundestag.de/abgeordnete/biografien/D/dittmar_sabine-1044066,http://www.sabine-dittmar.com,https://www.facebook.com/SabineDittmarMdB,https://www.instagram.com/sabinedittmarmdb/,,https://twitter.com/dittmarsabine,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,Alexander Dobrindt,Alexander,Dobrindt,CDU/CSU,Diplom-Soziologe,Peißenberg; römisch-katholisch; verheiratet; ein Kind.,verheiratet,Bayern,Wahlkreis 225: Weilheim,https://www.bundestag.de/abgeordnete/biografien/D/dobrindt_alexander-1044072,http://www.alexander-dobrindt.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,Felix Döring,Felix,Döring,SPD,Lehrer,Gießen; verheiratet.,verheiratet,Hessen,Wahlkreis 172: Gießen,https://www.bundestag.de/abgeordnete/biografien/D/doering_felix-1044088,https://www.felix-doering.de,https://www.facebook.com/felixdoeringspd,https://www.instagram.com/doering.felix/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,Michael Donth,Michael,Donth,CDU/CSU,Diplom-Verwaltungswirt (FH),Metzingen; römisch-katholisch; verheiratet; drei Kinder.,verheiratet,Baden-Württemberg,Wahlkreis 289: Reutlingen,https://www.bundestag.de/abgeordnete/biografien/D/donth_michael-1048526,http://www.michael-donth.de,http://de-de.facebook.com/donth.cdu,https://www.instagram.com/michaeldonthmdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Dr.,Florian Dorn,Florian,Dorn,CDU/CSU,Volkswirt,Memmingen; römisch-katholisch; verheiratet; zwei Kinder.,verheiratet,Bayern,Wahlkreis 255: Memmingen – Unterallgäu,https://www.bundestag.de/abgeordnete/biografien/D/dorn_florian-1048528,https://btw2025.floriandorn.com/,,https://www.instagram.com/dr.florian.dorn/,https://www.tiktok.com/@dr.florian.dorn,https://x.com/dorn_florian,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,Christian Douglas,Christian,Douglas,AfD,Diplom-Kaufmann,"Nyköping, Schweden.",geschieden,Hessen,Wahlkreis 180: Main-Taunus,https://www.bundestag.de/abgeordnete/biografien/D/douglas_christian-1044090,https://christiandouglas.de,https://www.facebook.com/ChristianDouglasMdB/,https://www.instagram.com/christian_douglas_mdb/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,Katharina Dröge,Katharina,Dröge,Bündnis 90/Die Grünen,Volkswirtin,Münster; evangelisch-lutherisch; verheiratet; zwei Kinder.,verheiratet,Nordrhein-Westfalen,Wahlkreis 094: Köln III,https://www.bundestag.de/abgeordnete/biografien/D/droege_katharina-1044100,http://katharina-droege.de/,https://www.facebook.com/KatharinaDroegeMdB/,https://www.instagram.com/katharina.droege/,,https://www.twitter.com/katdro,,https://www.youtube.com/user/KatharinaDroege,,,https://www.threads.net/@katharina.droege,,,,,,,,,,,,,,,,,,,,,
